|hotel_name|hotel_loc|hotel_desc|hotel_url
35|Sixties Ramblas|Passatge Gutenberg, 7, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Sixties Ramblas! To save at this property, all you have to do is sign in.
This property is 16 minutes walk from the beach. Offering a 1960’s vibe and rooms with vintage décor, this hotel is set in the heart of Barcelona, only 2 minutes’ walk from the famous Ramblas.  Free Wi-Fi is available throughout.
Each air-conditioned room at Sixties Ramblas features a TV and a private bathroom. Most rooms have a balcony.
Sixties Ramblas has a bar and a restaurant. Staff at the 24-hour reception can provide tourist information about the area. Bike rental services are also available, and there is also a stylish white billiards table.
The nearest Metro Station is Drassanes, only 2 minutes’ walk from the hotel. You can also walk to the harbour or Plaza Catalunya Square in less than 10 minutes.
Sixties Ramblas is close to the Born district, with numerous trendy bars and restaurants serving local and international food."|https://www.booking.com/hotel/es/apartahotel-gutenberg.en-gb.html
36|Vincci Maritimo|Llull, 340, Sant Martí, 08019 Barcelona, Spain|"You're eligible for a Genius discount at Vincci Maritimo! To save at this property, all you have to do is sign in.
This property is 8 minutes walk from the beach. Vincci Marítimo is located 10 minutes’ walk from Barcelona’s Diagonal Mar Shopping Centre and the CCIB Convention Centre. It offers bright, stylish rooms with flat-screen satellite TV and free Wi-Fi throughout.
The air-conditioned rooms at the Hotel Marítimo feature modern décor, with parquet floors and relaxing images of the sea. They come with a pillow menu and the private bathrooms contain a hairdryer. Rooms offer views of the charming Japanese Zen garden or Diagonal Mar Park.
The hotel’s Jardí de Mar Restaurant serves Mediterranean food using fresh ingredients. The hotel's breakfast includes products for celiacs. The Ikebana Lounge Bar offers snacks, tapas and cocktails which can be enjoyed on the terrace.
The hotel’s reception is open 24 hours a day, allowing you greater flexibility during your stay. Laundry and car rental services are also available from the front desk.
The Vincci Marítimo is just 500 m from Mar Bella Beach. Selva de Mar Metro Station is 2 minutes’ walk from the hotel, connecting you with the city centre in 15 minutes."|https://www.booking.com/hotel/es/vinccimaritimo.en-gb.html
37|Central penthouse with terrace Placa Catalunya III|Ronda de Sant Pere 5, Eixample, 08010 Barcelona, Spain|"Set in Barcelona, 2 km from Barceloneta Beach and 2 km from Somorrostro Beach, Central penthouse with terrace Placa Catalunya III provides accommodation with amenities such as free WiFi and a TV. The property is 2.1 km from Sant Miquel Beach and less than 1 km from Plaça Catalunya.
The apartment features 2 bedrooms, a kitchen with a dishwasher and a microwave, a washing machine and 2 bathrooms with a hairdryer.
A terrace is available for guests at Central penthouse with terrace Placa Catalunya III to use.
Popular points of interest near the accommodation include Tivoli Theatre, Passeig de Gracia and Casa Batllo. The nearest airport is Barcelona El Prat Airport, 15 km from Central penthouse with terrace Placa Catalunya III."|https://www.booking.com/hotel/es/central-penthouse-with-terrace-placa-catalunya-iii.en-gb.html
38|Praktik Rambla|Rambla Catalunya, 27, Eixample, 08007 Barcelona, Spain|"Situated on the central, tree-lined Rambla Catalunya, this boutique hotel is set in a stunning 19th-century palace. It maintains authentic features such as Baroque-style columns and colourful ceramic floors.
The chic rooms at the Praktik Rambla feature a minimalist design and come with air conditioning. They also include free Wi-Fi and a private bathroom, decorated with striking green tiles.
The hotel offers a terrace with comfortable sofas where guests can relax. From June to September, free fruit juice is served on the terrace from 16:00 to 20:00 every day.
Passeig de Gracia Metro Station is 200 m away from the Praktik Rambla. Barcelona’s famous Plaza Catalunya and Las Ramblas are a 5-minute walk away. The hotel is surrounded by restaurants, bars and shops."|https://www.booking.com/hotel/es/praktik-rambla.en-gb.html
39|Sonder Le Palacete|Carrer Legalitat, 10, Gràcia, 08024 Barcelona, Spain|"You're eligible for a Genius discount at Sonder Le Palacete! To save at this property, all you have to do is sign in.
Situated in Barcelona, in the Gracia district, 1 km from Park Güell, Sonder l Le Palacete features an interior garden and courtyard.
Rooms come with a flat-screen TV. Some units feature a seating area and a private terrace. You will find a coffee machine in the room. All rooms are equipped with a private bathroom. Sonder l Le Palacete features free WiFi throughout the property. The property offers contact-free check-in and 24/7 virtual support which limits in-person interaction.
Sagrada Familia is 1.3 km from Sonder l Le Palacete, while La Pedrera is 1.4 km away. The nearest airport is Barcelona El Prat Airport, 14 km from Sonder l Le Palacete."|https://www.booking.com/hotel/es/le-palacete.en-gb.html
40|Hotel Rec Barcelona - Adults Only|Carrer del Rec Comtal 19, Ciutat Vella, 08003 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Rec Barcelona - Adults Only! To save at this property, all you have to do is sign in.
Conveniently set in the Ciutat Vella district of Barcelona, Hotel Rec Barcelona - Adults Only is located 1.5 km from Somorrostro Beach, 1.5 km from Barceloneta Beach and 1.7 km from Sant Miquel Beach. With a bar, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The accommodation provides a 24-hour front desk, a tour desk and luggage storage for guests.
At the hotel, each room is fitted with a desk. Each room is equipped with a safety deposit box and selected rooms have city views. At Hotel Rec Barcelona each room includes bed linen and towels.
A buffet breakfast is available daily at the accommodation.
Hotel Rec Barcelona - Adults Only offers a terrace.
Popular points of interest near the hotel include Picasso Museum, Santa Maria del Mar and Boqueria Market. The nearest airport is Barcelona El Prat Airport, 17 km from Hotel Rec Barcelona."|https://www.booking.com/hotel/es/rec-barcelona.en-gb.html
41|Hilton Barcelona|Avenida Diagonal, 589 - 591, Les Corts, 08014 Barcelona, Spain|"Featuring an impressive lobby, the stylish Hilton Barcelona offers free WiFi, access to its 24-hour gym and rooms with city views and plasma TV. The hotel is a 15-minute walk from FC Barcelona’s Camp Nou Stadium.
Each stylish, soundproofed room at the Barcelona Hilton features air conditioning, iPod docking stations and tea and coffee-making facilities.
Hotel Hilton Barcelona is just 100 m from L’Illa Shopping Centre and 300 m from María Cristina Metro Station. Plaça Catalunya and the historic city centre are 15 minutes away by Metro. You can drive to Sants Station in 5 minutes, and El Prat Airport is a 15-minute drive away.
Hilton Barcelona’s Mosaic restaurant offers Catalan and Mediterranean cuisine prepared using seasonal, local products. The Vibe Bar & Restaurant serves tapas and cocktails. Guests can enjoy live sport on the bar’s large TV."|https://www.booking.com/hotel/es/hilton-barcelona.en-gb.html
42|Wilson Boutique Hotel|Avenida Diagonal, 568, Sarrià-St. Gervasi, 08021 Barcelona, Spain|"You're eligible for a Genius discount at Wilson Boutique Hotel! To save at this property, all you have to do is sign in.
Wilson Boutique Hotel is situated on Barcelona’s Avinguda Diagonal, 12 minutes’ walk from La Pedrera in Passeig de Gràcia Boulevard. It offers free Wi-Fi, stylish décor and a rooftop terrace with impressive city views.
The Wilson Boutique Hotel has soundproofed rooms with chic, contemporary design. All rooms are bright with large windows. Each has a flat-screen TV and air conditioning.
The hotel is within walking distance of Plaza de Catalunya which features a range of shops and restaurants.
The Wilson Boutique has excellent transport links. Many buses, including the sightseeing bus, stop opposite the hotel.
The hotel offers free use of the PC and printer in the lobby. There is also a tour desk, where guests can receive information on Barcelona’s tourist attractions, including Gaudí’s Casa Batlló which is around 20 minutes’ walk from the Wilson. Diagonal Metro Station is 750 m away."|https://www.booking.com/hotel/es/wilson.en-gb.html
43|Hotel Condado|Aribau, 201, Sarrià-St. Gervasi, 08021 Barcelona, Spain|"Hotel Condado is 200 m from Barcelona’s Diagonal Avenue, and a 10-minute walk from Diagonal Metro Station. Its stylish air-conditioned rooms feature satellite TV and free Wi-Fi.
Rooms at the Condado are also heated, and have a private bathroom with a hairdryer and amenities. There is a safe and a work desk with LAN cable for free Internet access.
Breakfast is served in the hotel’s cafeteria and can also be requested in your room.
The hotel has a 24-hour front desk. You can hire a car from the tour desk.
La Pedrera and Casa Batllò, located on Passeig de Gracia, are a short walk away."|https://www.booking.com/hotel/es/condado.en-gb.html
44|Private Roof Top Sant Antoni|Viladomat 58, Eixample, 08015 Barcelona, Spain|"Roof Top Sant Antoni is an apartment with a terrace, located in Barcelona, within just a 16-minute walk of Montjuïc and Plaça Catalunya. The property is 1.3 km from Plaza Reial and 1.4 km from Portal de l'Angel.
The air-conditioned accommodation is fitted with a kitchen.
Popular points of interest near the apartment include La Seu, Cathedral of Barcelona, Tivoli Theatre and Casa Batllo. The nearest airport is Barcelona El Prat Airport, 11 km from Roof Top Sant Antoni."|https://www.booking.com/hotel/es/roof-top-sant-antoni.en-gb.html
45|Alba Hotel|Hospital, 83, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Alba Hotel! To save at this property, all you have to do is sign in.
This hotel is set in the heart of the cosmopolitan city of Barcelona, just a short distance from Las Ramblas and within walking distance of attractions such as the Liceu opera house and Plaça Catalunya.
The Hotel Alba is located in Barcelona’s old town, and its beautiful façade is listed for its artistic interest. Inside, relax in a spacious en suite bedroom with balcony and air conditioning.
Stroll down the colourful Ramblas to the seafront, or enjoy cava and tapas in the famous Boqueria food market. Just a short walk away, the narrow streets of the Gothic Quarter are full of shops, bars and restaurants.
The Alba boasts convenient public transport links, with Liceu metro station only 300 m away. From here you can travel quickly and conveniently to attractions including the Fira de Barcelona and Gaudi’s incredible Parc Güell."|https://www.booking.com/hotel/es/alba-barcelona.en-gb.html
46|Ramblas by Pillow|Pasaje de la Banca, 2-4, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Ramblas by Pillow! To save at this property, all you have to do is sign in.
Ramblas by Pillow is a modern guest house conveniently located in the famous Ramblas in Barcelona, 15 minutes’ walk from Plaza Catalunya and the port.
The Wax Museum and the airport bus stop are next to this guest house. The nearest metro station is Drassanes, located only 100 m away. There is a wide range of monuments, bars and shops within walking distance.
The air-conditioned rooms at Ramblas by Pillow come with a TV and private bathroom with shower.
The multilingual staff will be happy to provide tourist information and free local maps. Free WiFi and luggage storage are also offered."|https://www.booking.com/hotel/es/pillow-ramblas.en-gb.html
